num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,cast_total_facebook_likes,facenumber_in_poster,language,country,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio
775,124,0,641,13000,126464904,Adventure|Mystery|Sci-Fi,24098,0,English,USA,R,130000000,9000,7,2.35
71,77,50,537,886,64736114,Adventure|Animation|Comedy|Family|Fantasy,2682,0,English,USA,PG,120000000,799,5.4,1.85
476,109,662,1000,13000,93050117,Action|Drama|Sci-Fi|Thriller,17689,0,English,USA,R,115000000,2000,6.6,2.35
207,134,123,567,14000,57637485,Action|Adventure|Sci-Fi|Thriller,17159,0,English,USA,PG-13,105000000,850,6.7,2.35
492,117,294,1000,10000,58607007,Action|Crime|Sci-Fi|Thriller,14161,0,English,USA,PG-13,100000000,2000,6.2,2.35
284,135,0,87,690,43929341,Action|Family|Sport,902,0,English,USA,PG,120000000,107,6.1,2.35
168,121,274,157,273,30212620,Comedy|Drama|Romance,993,4,English,USA,PG-13,120000000,216,5.3,1.85
283,117,446,877,10000,76418654,Action|Comedy|Romance,12731,0,English,USA,PG-13,117000000,973,6.3,2.35
539,124,364,1000,11000,89021735,Action|Adventure|Mystery|Sci-Fi,22004,0,English,USA,PG-13,120000000,10000,7,2.35
359,140,0,4000,20000,380262555,Action|Adventure|Fantasy|Sci-Fi,44042,4,English,USA,PG-13,113000000,16000,7.6,2.35
284,142,0,4000,20000,310675583,Action|Adventure|Fantasy|Sci-Fi,42990,3,English,USA,PG,115000000,16000,6.7,1.78
250,92,0,773,12000,289907418,Adventure|Animation|Comedy|Family|Fantasy,15013,0,English,USA,G,115000000,1000,8.1,1.85
440,138,446,929,20000,132550960,Action|Adventure|Sci-Fi|Thriller,23755,1,English,USA,PG-13,120000000,992,6.7,2.35
320,136,0,1000,20000,474544677,Action|Adventure|Fantasy|Sci-Fi,37723,1,English,USA,PG,115000000,14000,6.5,2.35
257,98,16,12000,16000,187165546,Adventure|Animation|Comedy|Family|Fantasy,43286,3,English,USA,PG,135000000,15000,7.3,2.35
33,116,0,141,936,,Adventure|Comedy|Family|Fantasy,1609,1,French,France,,78000000,276,5.1,2.35
152,153,610,617,12000,40911830,Action|Drama|War,15046,0,English,USA,R,115000000,836,6,2.35
231,120,19,9000,26000,47952020,Action|Adventure|Drama|Fantasy,46719,2,English,USA,PG-13,115000000,11000,6.1,2.35
348,101,473,429,833,190871240,Action|Adventure|Comedy|Sci-Fi,2690,0,English,USA,PG-13,125000000,809,5.9,2.35
738,91,0,13,39,274084951,Adventure|Drama|Sci-Fi|Thriller,87,0,English,UK,PG-13,100000000,23,7.8,2.35
93,108,79,268,650,67155742,Action|Adventure|Thriller,1569,1,English,USA,PG-13,116000000,293,5.8,2.35
181,112,13,799,5000,81638674,Action|Adventure|Comedy|Sci-Fi,8306,,English,USA,PG-13,135000000,833,6.3,2.35
369,100,128,78,596,56114221,Action|Adventure|Sci-Fi,1261,3,English,USA,PG-13,120000000,360,4.3,2.35
179,108,189,1000,49000,250863268,Action|Adventure|Comedy|Family|Fantasy,55486,2,English,USA,PG,110000000,3000,6.4,1.85
358,114,62,884,12000,155181732,Action|Adventure|Drama|Thriller,16718,0,English,USA,PG-13,110000000,2000,6.1,2.35
160,119,55,387,811,125332007,Action|Adventure|Thriller,2958,3,English,UK,PG-13,110000000,766,6.5,2.35
192,142,776,1000,13000,113330342,Action|Drama|History|War,19454,1,English,USA,R,110000000,2000,7.1,2.35
198,125,0,350,11000,125531634,Crime|Thriller,19359,0,English,USA,PG-13,110000000,8000,6.4,2.35
233,126,218,322,11000,186336103,Action|Comedy|Crime|Romance|Thriller,22722,2,English,USA,PG-13,120000000,11000,6.5,2.35
263,119,124,1000,14000,129995817,Adventure|Sci-Fi|Thriller,22622,0,English,USA,PG-13,110000000,5000,6.3,2.35
267,170,17000,827,29000,102608827,Biography|Drama,34582,0,English,USA,PG-13,110000000,3000,7.5,2.35
184,85,11,116,480,42776259,Adventure|Comedy|Family|Fantasy,1173,1,English,USA,PG,112000000,392,4.9,2.35
447,119,1000,741,11000,98780042,Action|Comedy|Crime|Sci-Fi|Thriller,13391,0,English,USA,PG-13,120000000,1000,5.8,2.35
29,60,,432,669,,Action|Adventure|Crime,1655,4,English,USA,TV-PG,,554,7.6,4
366,102,263,1000,6000,106369117,Action|Drama|Fantasy|War,10583,0,English,USA,R,110000000,1000,6.2,2.35
172,103,67,111,383,142614158,Adventure|Animation|Comedy|Family|Fantasy,692,3,English,USA,PG,110000000,113,5.5,1.78
104,76,6,421,12000,50026353,Animation|Comedy|Family|Music|Western,13607,0,English,USA,PG,110000000,513,5.4,1.78
181,120,124,943,6000,66002193,Action|Adventure|Mystery|Sci-Fi|Thriller,12452,3,English,USA,PG-13,110000000,5000,5.8,2.35
327,127,189,544,20000,85463309,Action|Drama|Sci-Fi|Sport,22254,1,English,USA,PG-13,110000000,929,7.1,2.35
125,105,67,40,681,71017784,Adventure|Animation|Comedy|Family|Fantasy,914,3,English,USA,PG,105000000,71,5.4,1.85
79,121,101,202,673,48068396,Action|Crime|Romance|Thriller,2027,0,English,USA,PG-13,160000000,368,3.7,2.35
326,114,151,430,11000,61656849,Action|Sci-Fi,12908,4,English,USA,PG-13,110000000,635,6.7,2.35
354,129,235,297,13000,134520804,Action|Adventure|Thriller,13961,1,English,USA,PG-13,110000000,300,7.2,2.35
297,171,0,857,16000,313837577,Action|Adventure|Drama|Fantasy,22342,2,English,New Zealand,PG-13,93000000,5000,8.8,2.35
188,120,153,447,1000,24004159,Action|Adventure|Comedy,3175,0,English,USA,PG,110000000,1000,5.8,2.35
174,165,0,780,10000,58183966,Biography|Drama|Sport,14196,1,English,USA,R,107000000,851,6.8,2.35
109,82,34,434,760,100446895,Adventure|Comedy|Family|Fantasy,2762,1,English,USA,PG,109000000,743,3.8,1.85
225,115,295,466,10000,144795350,Action|Mystery|Sci-Fi|Thriller,12068,1,English,USA,PG-13,120000000,981,7.1,2.35
239,194,0,195,14000,47396698,Action|Adventure|Drama|History|War,19600,1,English,USA,R,130000000,5000,7.2,2.35
101,84,50,692,979,140015224,Adventure|Comedy|Family|Fantasy,3382,0,English,Germany,PG,133000000,886,5.9,1.85
228,97,63,525,852,104374107,Animation|Family|Fantasy|Musical|Romance,2480,0,English,USA,G,105000000,578,7.1,1.85
568,151,0,372,13000,228430993,Adventure|Drama|Sci-Fi,14831,1,English,USA,PG-13,108000000,801,8.1,2.35
,22,0,,5,,Comedy,5,0,,,,,,7.2,
257,136,0,3000,19000,35799026,Action|Adventure|Romance|Sci-Fi|Thriller,34839,1,English,USA,PG-13,126000000,12000,6.9,2.35
62,104,23,591,752,6712451,Comedy|Romance,3133,0,English,New Line,R,90000000,631,4.4,1.85
175,127,57,3000,12000,101643008,Action|Crime|Thriller,29069,1,English,USA,PG-13,90000000,11000,6.5,2.35
265,171,0,695,3000,187670866,Action|Drama|Romance,6521,0,English,USA,R,103000000,933,8.5,2.35
252,145,14000,533,10000,132014112,Action|Mystery|Sci-Fi|Thriller,12546,0,English,USA,PG-13,102000000,798,7.7,2.35
232,174,0,9000,11000,261970615,Adventure|Family|Fantasy|Mystery,35672,1,English,UK,PG,100000000,10000,7.4,2.35
400,144,258,834,6000,167007184,Action|Adventure|Thriller,9125,1,English,UK,PG-13,150000000,1000,8,2.35
230,119,13000,567,1000,180011740,Action|Adventure|Sci-Fi|Thriller,2776,0,English,USA,PG-13,100000000,658,5.7,2.35
210,153,0,539,780,204843350,Action|Sci-Fi,2829,0,English,USA,R,102000000,604,8.5,2.35
357,140,0,1000,40000,97030725,Biography|Crime|Drama|History|Romance,64599,1,English,USA,R,100000000,23000,7,2.35
300,176,0,561,18000,130127620,Biography|Crime|Drama,20354,0,English,USA,R,100000000,782,7.8,1.85
94,141,0,618,2000,146282411,Action|Comedy|Thriller,4528,0,English,USA,R,115000000,1000,7.2,2.35
267,106,12000,385,18000,65452312,Action|Crime|Thriller,19906,1,English,USA,R,100000000,464,6.4,2.35
180,98,80,708,22000,148383780,Comedy|Romance,24082,10,English,USA,PG-13,100000000,713,5.5,1.85
265,116,285,107,12000,119219978,Action|Comedy|Crime,20233,2,English,USA,PG-13,100000000,8000,6.7,2.35
81,115,55,383,1000,101228120,Action|Drama|Mystery|Thriller,3454,1,English,USA,R,100000000,773,6.1,2.35
765,165,16000,265,29000,162804648,Drama|Western,40978,1,English,USA,R,100000000,11000,8.5,2.35
80,91,21,542,2000,100117603,Animation|Drama|Family|Musical|Romance,4842,0,English,USA,G,100000000,700,6.9,1.78
141,78,10,253,558,89296573,Adventure|Animation|Comedy|Family|Fantasy,2039,1,English,USA,G,100000000,452,7.3,1.66
383,103,165,13000,26000,85017401,Action|Adventure|Thriller,57881,3,English,USA,R,92000000,13000,6.7,2.35
193,131,226,341,12000,173005002,Action|Adventure|Comedy|Family|Mystery,13679,0,English,USA,PG,100000000,625,6.9,2.35
170,104,14,203,3000,75030163,Action|Adventure|Family|Fantasy,4487,0,English,USA,PG,100000000,762,5.1,2.35
333,101,0,279,925,77222184,Adventure|Drama|Family|Fantasy,1738,0,English,Germany,PG,100000000,468,6.8,2.35
256,111,456,394,20000,34964818,Adventure|Family|Fantasy,21393,4,English,USA,PG,150000000,548,5.8,2.35
203,102,77,120,14000,107515297,Adventure|Animation|Family|Fantasy,14552,2,English,USA,PG,100000000,151,6.7,2.35
321,103,207,3000,40000,67631157,Action|Romance|Thriller,55175,0,English,USA,PG-13,100000000,11000,6,2.35
174,121,0,595,1000,66862068,Action|Fantasy|Horror|Mystery,3903,0,English,USA,R,83000000,1000,5.7,2.35
166,143,380,452,29000,57366262,Adventure|Drama|Thriller,33160,0,English,Germany,R,100000000,3000,8,2.35
606,240,17000,4000,29000,116866727,Biography|Comedy|Crime|Drama,46057,3,English,USA,R,100000000,11000,8.2,2.35
144,121,541,680,920,184031112,Action|Adventure|Fantasy,2880,4,English,USA,PG-13,100000000,710,5.4,1.85
192,129,719,423,660,54700065,Action|Sci-Fi|War,2031,0,English,USA,R,105000000,475,7.2,1.85
511,172,670,1000,15000,27098580,Drama|Sci-Fi,22686,5,English,Germany,R,102000000,5000,7.5,2.35
188,101,0,577,2000,55673333,Action|Adventure|Animation|Family|Fantasy,4286,1,English,USA,PG,80000000,653,7,2.35
212,87,26,566,827,40198710,Action|Crime|Fantasy|Romance|Thriller,3144,0,English,USA,PG-13,100000000,825,3.3,2.35
245,101,420,467,12000,72660029,Action|Adventure,16235,0,English,USA,PG-13,100000000,3000,6,2.35
127,95,63,720,23000,38120554,Adventure|Animation|Family|Sci-Fi,26940,0,English,USA,PG,140000000,770,7.1,1.5
167,102,52,526,8000,49392095,Adventure|Comedy|Sci-Fi,10552,1,English,USA,PG-13,100000000,735,5.4,1.85
320,131,385,11000,26000,39292022,Action|Adventure|Thriller,52610,15,English,USA,PG-13,90000000,13000,6.1,2.35
163,114,19,848,1000,28772222,Action|Crime|Sport|Thriller,3962,1,English,USA,PG-13,105000000,897,5.3,2.35
78,94,6,227,490,17010646,Comedy|Family|Fantasy,1195,0,English,USA,PG,84000000,294,2.2,1.85
289,122,2000,571,26000,24985612,Action|Adventure|Biography|Drama|History|Thriller,28328,0,English,USA,PG-13,100000000,911,7,1.85
66,95,31,683,3000,4411102,Action|Comedy|Sci-Fi,6161,1,English,USA,PG-13,100000000,695,3.8,1.85
266,115,521,95,13000,35024475,Action|Drama|Thriller|War,13761,1,English,France,R,100000000,537,6.9,2.35
208,88,20,36,144,130174897,Adventure|Animation|Comedy|Family,309,0,English,USA,G,99000000,42,7.2,1.85
97,110,342,393,623,10200000,Drama|Mystery|Thriller,1722,0,English,USA,PG,10000000,508,7.3,1.85
202,130,208,591,12000,202007640,Action|Adventure|Fantasy|Thriller,15972,5,English,USA,PG-13,98000000,3000,6.3,2.35
233,216,17000,1000,29000,77679638,Crime|Drama,47657,3,English,USA,R,100000000,14000,7.5,2.35
136,146,611,28,23000,9213,Drama|History|Romance|War,23240,2,Mandarin,China,R,94000000,196,7.6,2.35
154,85,9,970,12000,58867694,Animation|Comedy|Family|Sport,25590,0,English,USA,PG,100000000,11000,6.8,1.85
169,93,0,465,11000,59475623,Comedy|Sci-Fi|Thriller,13748,1,English,USA,PG-13,90000000,2000,5.2,1.85
200,152,0,557,2000,108638745,Drama|History|War,4270,0,English,USA,R,92000000,820,7.7,2.35
255,85,116,329,8000,86897182,Comedy,9271,0,English,USA,R,95000000,331,6.2,1.85
173,126,0,10000,14000,63540020,Action|Adventure|Sci-Fi,39319,2,English,France,PG-13,93000000,13000,7.7,2.35
221,146,127,722,962,95328937,Comedy|Drama|Romance,4555,4,English,USA,R,100000000,740,4.3,1.85
82,89,10,442,2000,50802661,Adventure|Animation|Comedy|Family|Romance,3372,1,English,USA,PG,95000000,919,6.9,1.85
233,88,20,916,22000,161317423,Adventure|Animation|Comedy|Family,25354,0,English,USA,PG,95000000,1000,6.6,2.35
343,105,0,502,2000,201148159,Drama|Family|Fantasy|Romance,4671,1,English,USA,PG,95000000,520,7,2.35
308,135,0,310,873,43982842,Drama|Fantasy|Thriller,2370,1,English,USA,PG-13,65000000,560,6.7,2.35
301,100,475,799,1000,380838870,Adventure|Animation|Comedy|Family,5641,0,English,USA,G,94000000,939,8.2,1.85
328,192,0,416,5000,377019252,Action|Adventure|Drama|Fantasy,6434,2,English,USA,PG-13,94000000,857,8.9,2.35
294,172,0,857,16000,340478898,Action|Adventure|Drama|Fantasy,23052,1,English,USA,PG-13,94000000,5000,8.7,2.35
175,102,44,766,12000,17176900,Action|Adventure|Fantasy,17098,4,English,USA,PG-13,95000000,3000,5.5,2.35
199,100,165,240,11000,131144183,Action|Adventure|Fantasy|Thriller,12150,1,English,USA,PG-13,115000000,509,5.7,2.35
355,119,0,968,40000,23014504,Drama|Mystery|Romance|Sci-Fi|Thriller,54031,1,English,UK,PG-13,100000000,11000,6.3,2.35
198,92,394,527,693,181166115,Action|Adventure|Sci-Fi|Thriller,2574,0,English,USA,PG-13,93000000,595,5.9,1.85
529,105,81,779,11000,176740650,Action|Drama|Sci-Fi|Thriller,13118,0,English,USA,PG-13,93000000,1000,7.6,2.35
198,107,70,330,770,71148699,Adventure|Family|Fantasy,1614,0,English,USA,PG,90000000,419,6.6,2.35
412,101,212,476,13000,67344392,Action|Thriller,15481,2,English,USA,R,92000000,787,5.3,1.85
106,137,102,877,2000,22406362,Drama|History|War|Western,5780,0,English,USA,PG-13,107000000,973,6,2.35
283,115,663,55,1000,261437578,Action|Adventure|Animation|Family,1901,0,English,USA,PG,92000000,723,8,2.35
61,124,212,810,1000,11000000,Action|Adventure|Comedy,3611,3,English,USA,PG-13,98000000,903,5.6,2.35
217,118,0,1000,8000,88761720,Adventure|Family|Fantasy,14024,0,English,UK,PG,95000000,3000,5.9,2.35
175,98,188,602,10000,250147615,Adventure|Comedy|Family|Mystery|Sci-Fi,12998,0,English,USA,PG-13,90000000,826,7.3,1.85
191,82,487,967,15000,245823397,Adventure|Animation|Comedy|Family|Fantasy,21275,2,English,USA,G,90000000,1000,7.9,1.85
316,98,12000,1000,18000,81557479,Action|Thriller,25780,1,English,USA,PG-13,100000000,3000,6.8,2.35
127,90,420,141,191,226138454,Action|Comedy|Crime|Thriller,664,2,English,USA,PG-13,90000000,165,6.6,2.35
185,130,0,568,11000,155370362,Drama|Fantasy|Horror|Mystery|Thriller,12890,0,English,USA,PG-13,100000000,627,6.6,2.35
191,90,97,56,622,124870275,Animation|Comedy|Family|Sci-Fi,1227,1,English,USA,PG,100000000,526,7,2.35
188,94,107,117,835,196573705,Action|Adventure|Animation|Comedy|Family,1258,0,English,USA,PG,90000000,256,7,1.85
362,114,0,423,3000,58229120,Adventure|Comedy|Drama|Fantasy|Romance,5095,1,English,USA,PG,90000000,806,7.3,2.35
181,94,368,466,13000,125305545,Action|Adventure|Comedy|Crime|Thriller,15419,0,English,USA,PG-13,92000000,1000,5.5,2.35
352,151,17000,1000,29000,132373442,Crime|Drama|Thriller,45648,0,English,USA,R,90000000,13000,8.5,2.35
143,88,7,484,2000,120618403,Adventure|Animation|Family|Fantasy|Musical|War,4478,0,English,USA,G,90000000,500,7.5,1.66
308,121,0,918,21000,110416702,Action|Comedy,23484,3,English,USA,R,92000000,1000,7,2.35
517,158,21000,585,18000,102515793,Crime|Drama|Mystery|Thriller,20388,1,English,USA,R,90000000,1000,7.8,2.35
148,128,323,489,13000,100012500,Action|Adventure|Thriller,14274,1,English,USA,R,90000000,559,7.6,2.35
415,128,0,727,21000,209019489,Action|Adventure|Crime|Mystery|Thriller,23996,3,English,USA,PG-13,90000000,979,7.6,1.85
1,141,335,635,11000,,Adventure|Drama|History,13379,2,English,USA,PG-13,,745,6.1,2.35
146,95,21,503,12000,84037039,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,15237,0,English,USA,PG,120000000,802,6.8,2.35
70,92,12,1000,35000,85884815,Adventure|Animation|Comedy|Family|Fantasy|Music,38450,0,English,USA,PG,90000000,1000,5,1.85
269,121,0,919,10000,83077470,Drama|History|Thriller|War,14165,0,English,USA,PG-13,75000000,1000,7.1,1.85
198,113,221,503,11000,100018837,Action|Comedy,13446,0,English,USA,PG-13,90000000,600,5.5,1.85
253,106,0,1000,22000,78747585,Action|Animation|Comedy|Sci-Fi,35367,0,English,USA,PG-13,88000000,11000,5.6,2.35
281,146,14000,681,3000,78616689,Adventure|Drama|Sci-Fi,6217,0,English,USA,PG-13,100000000,882,7.1,1.85
122,88,50,441,691,75817994,Comedy|Family|Fantasy|Horror|Mystery,2622,0,English,USA,PG,90000000,569,4.9,2.35
159,150,0,135,11000,100853835,Drama|Mystery|Sci-Fi|Thriller,12289,2,English,USA,PG,90000000,1000,7.4,2.35
180,119,719,423,833,73209340,Action|Horror|Sci-Fi|Thriller,2356,0,English,USA,R,95000000,624,5.7,1.85
227,128,521,249,591,72515360,Crime|Mystery|Thriller,2100,1,Aboriginal,UK,PG-13,80000000,249,6.4,2.35
183,106,87,918,8000,68558662,Adventure|Family|Fantasy,10882,0,English,USA,PG,90000000,956,5.9,2.35
157,117,101,3000,18000,65653758,Action|Adventure|Fantasy,33154,1,English,USA,PG-13,95000000,11000,5.5,2.35
196,129,209,886,11000,64685359,Action|Adventure|Comedy|Crime|Mystery|Thriller,23031,6,English,USA,PG-13,90000000,11000,6.9,2.35
64,116,176,84,192,61355436,Action|Adventure|Romance|Sci-Fi|Thriller,475,0,English,USA,PG-13,68000000,117,6.2,2.35
142,114,12000,307,11000,26871,Action|Crime|Thriller,12499,2,English,Germany,R,92000000,577,7,2.35
181,114,0,281,3000,60874615,Adventure|Sci-Fi|Thriller,4902,0,English,USA,PG,90000000,933,5.6,2.35
240,96,107,350,11000,143618384,Adventure|Animation|Comedy|Family|Musical,12071,0,English,USA,G,90000000,560,7,2.35
93,132,0,957,49000,58220776,Comedy|Drama|Sci-Fi,55254,0,English,USA,PG,100000000,1000,6.8,1.85
84,104,81,612,3000,47474112,Action|Drama|Sci-Fi|Thriller,5062,0,English,USA,PG-13,90000000,643,5.4,1.85
66,111,79,2000,11000,42877165,Action|Crime|Drama|Thriller,26088,0,English,USA,R,86000000,11000,6.1,2.35
136,138,0,123,14000,35168677,Drama|History|Thriller|War,15149,1,English,UK,PG-13,100000000,602,6.7,2.35
369,100,128,78,596,56114221,Action|Adventure|Sci-Fi,1261,3,English,USA,PG-13,120000000,360,4.3,2.35
166,129,468,183,919,37567440,Adventure|Fantasy,2024,0,English,USA,R,20000000,691,6.9,2.35
201,144,2000,537,680,61644321,Biography|Drama|Sport,2523,0,English,USA,PG-13,88000000,655,8,2.35
47,110,96,554,887,190562,Action|Family|Fantasy|Musical,2728,0,English,UK,PG,90000000,886,4.4,2.35
175,140,378,599,12000,120147445,Drama|History|Sport,13808,0,English,USA,PG-13,87000000,947,7.3,2.35
114,113,101,848,22000,241688385,Action|Adventure|Drama|Thriller,26239,0,English,USA,PG-13,92000000,946,6.3,2.35
187,106,357,4000,23000,144512310,Action|Crime|Thriller,45327,2,English,USA,PG-13,38000000,14000,6.7,2.35
221,143,0,272,15000,233630478,Adventure|Drama|Romance,15838,1,English,USA,PG-13,90000000,410,7.7,1.85
206,108,750,971,49000,197992827,Animation|Comedy|Family|Music|Romance,70996,0,English,USA,PG,100000000,20000,6.5,2.35
239,108,521,129,13000,176049130,Action|Mystery|Thriller,14161,1,English,USA,PG-13,75000000,805,7.8,2.35
142,124,249,936,11000,172620724,Action|Adventure|Drama|Thriller,23603,1,English,USA,R,85000000,10000,6.4,2.35
186,116,0,471,11000,183405771,Crime|Thriller,13028,4,English,USA,PG-13,85000000,1000,7.8,2.35
228,110,545,5000,14000,20315324,Action|Adventure|Romance,27694,8,English,Germany,PG-13,75000000,8000,5.8,2.35
256,91,266,11000,12000,148313048,Animation|Comedy|Family|Fantasy,37142,2,English,USA,PG,85000000,11000,7.1,1.85
222,107,36,118,283,127706877,Animation|Comedy|Family|Fantasy|Musical|Romance,662,2,English,USA,PG,85000000,142,7.1,2.35
103,44,,148,544,,Crime|Drama|Horror|Mystery|Thriller,996,1,English,USA,TV-14,,183,8.6,1.78
298,115,79,820,18000,126149655,Action|Crime|Mystery|Thriller,36237,1,English,USA,R,85000000,16000,6.8,2.35
84,100,36,439,2000,66941559,Adventure|Comedy|Family,4182,1,English,USA,G,85000000,795,4.8,1.85
236,104,420,535,2000,78009155,Action|Comedy|Crime,3768,5,English,USA,PG-13,75000000,906,6.2,2.35
157,138,278,213,14000,63224849,Comedy|Romance,17423,3,English,USA,PG-13,85000000,3000,6.9,1.85
81,140,12000,619,10000,111544445,Action|Crime|Drama|Mystery|Thriller,11951,4,English,USA,R,90000000,660,7.3,2.35
187,120,278,963,11000,112703470,Comedy|Drama|Romance,15226,2,English,USA,R,85000000,2000,6.6,1.85
238,122,0,11000,14000,117144465,Crime|Thriller,43499,3,English,USA,PG-13,85000000,13000,6.9,2.35
107,83,28,624,4000,84303558,Adventure|Animation|Comedy|Family,6081,1,English,USA,PG,85000000,650,6.2,1.85
459,139,168,1000,14000,150832203,Adventure|Mystery|Sci-Fi,22226,2,English,USA,PG-13,85000000,5000,6.7,2.35
187,131,218,29,5000,51396781,Drama|History|War,5103,1,English,USA,R,68000000,35,7.6,2.35
151,104,532,557,12000,47592825,Action|Adventure|Comedy|Thriller,16930,1,English,USA,PG-13,85000000,3000,6.7,2.35
80,130,323,330,670,50016394,Action|Adventure|Comedy|Fantasy,2407,1,English,USA,PG-13,70000000,442,6.2,2.35
229,145,252,210,879,57010853,Drama|Romance,2380,1,English,USA,PG-13,85000000,691,7.3,2.35
158,104,681,159,584,62494975,Action|Crime|Thriller,1235,5,English,USA,PG-13,85000000,227,6,2.35
190,97,6,561,1000,46440491,Adventure|Animation|Comedy|Family|Fantasy,2707,1,English,UK,PG,100000000,579,7.1,1.85
98,178,102,551,12000,44606335,Drama|Fantasy|Romance,23950,0,English,USA,PG-13,90000000,11000,7.1,1.85
135,108,99,172,672,40048332,Action|Drama|Thriller,1460,1,English,USA,R,85000000,174,5.5,1.85
